CODE;CODE_LABEL
Y19;intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée
B57;maladie de Chagas
F79;retard mental, sans précision
N08;glomérulopathies au cours de maladies classées ailleurs
Y18;intoxication par des pesticides et exposition à ces produits, intention non déterminée
W20;heurt causé par le lancement ou la chute (d'un)(d') objet(s)
B58;toxoplasmose
T05;amputations traumatiques de plusieurs parties du corps
T01;plaies ouvertes de plusieurs parties du corps
A43;nocardiose
C60;tumeur maligne de la verge
V95;accident d'aéronef à moteur dans lequel un occupant est blessé
T41;intoxication par anesthésiques et gaz thérapeutiques
V56;occupant d'une camionnette blessé dans une collision avec un autre véhicule sans moteur
V50;occupant d'une camionnette blessé dans une collision avec un piéton ou un animal
Q90;syndrome de Down
Y11;intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée
V97;autres accidents de transport aérien précisés
A85;autres encéphalites virales, non classées ailleurs
Q91;syndrome d'Edwards et syndrome de Patau
N82;fistules de l'appareil génital de la femme
A84;encéphalite virale transmise par des tiques
Y10;intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée
V96;accident d'aéronef sans moteur dans lequel un occupant est blessé
W26;contact avec (un)(d')autre(s) objet(s) tranchant(s)
Q92;autres trisomies et trisomies partielles des autosomes, non classées ailleurs
Y13;intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée
W27;contact avec un outil à main non électrique
Q93;monosomies et délétions des autosomes, non classées ailleurs
W28;contact avec tondeuse à gazon à moteur
Y12;intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée
Y15;intoxication par l'alcool et exposition à l'alcool, intention non déterminée
W21;heurt contre ou par du matériel de sport
A81;infections atypiques à virus, du système nerveux central
S31;plaie ouverte de l'abdomen, des lombes et du bassin
W22;heurt contre ou par (un)(d')autre(s) objet(s)
Y14;intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée
Q95;réarrangements équilibrés et marqueurs structuraux, non classés ailleurs
Z96;présence d'autres implants fonctionnels
A79;autres rickettsioses
W23;compression, écrasement ou blocage dans des objets ou entre des objets
A83;encéphalite virale transmise par des moustiques
Q96;syndrome de Turner
Y16;intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée
I80;phlébite et thrombophlébite
A78;fièvre Q
Q97;autres anomalies des chromosomes sexuels, phénotype féminin, non classées ailleurs
W24;contact avec (un)(des) dispositif(s) de levage et de transmission, non classé(s) ailleurs
F95;tics
A22;charbon
A44;bartonellose
Q99;autres anomalies des chromosomes, non classées ailleurs
B21;immunodéficience humaine virale [VIH], à l'origine de tumeurs malignes
T93;séquelles de lésions traumatiques du membre inférieur
K90;malabsorption intestinale
Q60;agénésie rénale et autres défauts de développement rénal
Q98;autres anomalies des chromosomes sexuels, phénotype masculin, non classées ailleurs
B22;immunodéficience humaine virale [VIH], à l'origine d'autres affections précisées
T92;séquelles de lésions traumatiques du membre supérieur
T91;séquelles de lésions traumatiques du cou et du tronc
B20;immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires
T90;séquelles de lésions traumatiques de la tête
M13;autres arthrites
Q63;autres malformations congénitales du rein
T97;séquelles d'effets toxiques de substances d'origine essentiellement non médicinale
W29;contact avec d'autres outils manuels électriques et appareils électro-ménagers
Q64;autres malformations congénitales de l'appareil urinaire
M05;polyarthrite rhumatoïde séropositive
G93;autres affections du cerveau
G94;autres affections du cerveau au cours de maladies classées ailleurs
X12;contact avec d'autres liquides brûlants
B43;chromomycose [chromoblastomycose] et abcès phaeohyphomycosique
P22;détresse respiratoire du nouveau-né
P21;asphyxie obstétricale
O90;complications puerpérales, non classées ailleurs
X10;contact avec des boissons, aliments, graisses comestibles et huiles de cuisson brûlants
P20;hypoxie intra-utérine
L30;autres dermites
O91;infections mammaires associées à l'accouchement
G31;autres affections dégénératives du système nerveux, non classées ailleurs
X11;contact avec de l'eau bouillante coulant d'un robinet
O92;autres mastopathies et anomalies de la lactation associées à l'accouchement
Y52;effets indésirables des substances agissant essentiellement sur le système cardio-vasculaire au cours de leur usage thérapeutique
P52;hémorragie intracrânienne non traumatique du foetus et du nouveau-né
P10;déchirure et hémorragie intracrâniennes dues à un traumatisme obstétrical
P25;emphysème interstitiel et affections apparentées survenant pendant la période périnatale
P24;syndromes d'inhalation du nouveau-né
Z47;autres soins de contrôle orthopédiques
P23;pneumopathie congénitale
W17;autre chute d'un niveau à un autre
L65;autres formes non cicatricielles de raréfaction du système pileux
B02;zona [herpes zoster]
I60;hémorragie sous-arachnoïdienne
G46;syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires
E15;coma hypoglycémique non diabétique
Z91;antécédents personnels de facteurs de risque, non classés ailleurs
W18;autre chute de plain-pied
E16;autres anomalies de la sécrétion pancréatique interne
B03;variole
B00;infections par le virus de l'herpès [herpes simplex]
W19;chute, sans précision
D81;déficits immunitaires combinés
M61;calcification et ossification de muscles
W13;chute du haut d'un bâtiment ou d'un autre ouvrage
W59;morsure ou écrasement par d'autres reptiles
P38;omphalite du nouveau-né, avec ou sans hémorragie légère
P51;hémorragie ombilicale du nouveau-né
G44;autres syndromes d'algies céphaliques
Y59;effets indésirables des vaccins et substances biologiques au cours de leur usage thérapeutique, autres et sans précision
O29;complications d'une anesthésie au cours de la grossesse
I88;lymphadénite non spécifique
F53;troubles mentaux et du comportement associés à la puerpéralité, non classés ailleurs
Y53;effets indésirables des substances agissant essentiellement sur le tractus gastro-intestinal au cours de leur usage thérapeutique
T20;brûlure et corrosion de la tête et du cou
Y54;effets indésirables des médicaments agissant essentiellement sur le métabolisme de l'eau, des sels minéraux et de l'acide urique au cours de leur usage thérapeutique
F55;abus de substances n'entraînant pas de dépendance
E53;autres avitaminoses du groupe B
T21;brûlure et corrosion du tronc
Y51;effets indésirables des médicaments agissant essentiellement sur le système nerveux autonome
A41;autres sepsis
F54;facteurs psychologiques et comportementaux associés à des maladies ou des troubles classés ailleurs
T22;brûlure et corrosion de l'épaule et du membre supérieur, sauf poignet et main
A42;actinomycose
C63;tumeur maligne des organes génitaux de l'homme, autres et non précisés
Y57;effets indésirables des substances médicamenteuses au cours de leur usage thérapeutique, autres et sans précision
T23;brûlure et corrosion du poignet et de la main
T25;brûlure et corrosion de la cheville et du pied
T04;écrasements de plusieurs parties du corps
K29;gastrite et duodénite
Y58;effets indésirables des vaccins bactériens au cours de leur usage thérapeutique
T24;brûlure et corrosion de la hanche et du membre inférieur, sauf cheville et pied
F59;syndromes comportementaux non précisés associés à des perturbations physiologiques et à des facteurs physiques
T03;luxations, entorses et foulures de plusieurs parties du corps
Y55;effets indésirables des substances agissant essentiellement sur les muscles lisses et striés et l'appareil respiratoire au cours de leur usage thérapeutique
T02;fractures de plusieurs parties du corps
M62;autres atteintes musculaires
W14;chute du haut d'un arbre
B07;verrues d'origine virale
W15;chute d'une falaise
K82;autres maladies de la vésicule biliaire
K83;autres maladies des voies biliaires
B04;Monkeypox
J94;autres affections pleurales
W16;plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion
M60;myosite
K81;cholécystite
B05;rougeole
Y09;agression par un moyen non précisé
W10;chute dans et d'un escalier et de marches
A07;autres maladies intestinales à protozoaires
L12;pemphigoïde
T37;intoxication par d'autres anti-infectieux et antiparasitaires systémiques
N60;dysplasies mammaires bénignes
L13;autres dermatoses bulleuses
B09;infection virale caractérisée par des lésions cutanéo-muqueuses, sans précision
W12;chute sur ou d'un échafaudage
N61;affections inflammatoires du sein
L10;pemphigus
C73;tumeur maligne de la thyroïde
W11;chute sur ou d'une échelle
W50;Coup, torsion, morsure ou écorchure infligés par un tiers
N62;hypertrophie mammaire
L11;autres acantholyses
T75;effets d'autres causes externes
C74;tumeur maligne de la surrénale
N64;autres affections du sein
W51;collision entre deux personnes
N63;tuméfaction mammaire, sans précision
I86;varices d'autres localisations
W52;écrasement, poussée ou piétinement par une foule humaine
W53;morsure de rat
F04;syndrome amnésique organique, non induit par l'alcool et d'autres substances psycho-actives
W54;morsure ou coup donné par un chien
W57;morsure ou piqûre non venimeuse d'insectes et autres arthropodes
S06;lésion traumatique intracrânienne
W58;morsure ou coup donné par un crocodile ou un alligator
M09;polyarthrite juvénile au cours de maladies classées ailleurs
W37;explosion et éclatement de pneumatique ou de tuyau sous pression
D55;anémie due à des anomalies enzymatiques
N83;affections non inflammatoires de l'ovaire, de la trompe de Fallope et du ligament large
W38;explosion et éclatement d'autres appareils précisés sous pression
M08;polyarthrites juvéniles
W35;explosion et éclatement d'une chaudière
W36;explosion et éclatement d'une bouteille de gaz
Z73;difficultés liées à l'orientation de son mode de vie
T36;intoxication par antibiotiques systémiques
M83;ostéomalacie de l'adulte
W33;décharge de fusil, de carabine et d'arme de plus grande taille
W34;décharge d'armes, autres et sans précision
C43;mélanome malin de la peau
J34;autres maladies du nez et des sinus du nez
X51;voyage et mouvement
