CODE;CODE_LABEL
X4718;intoxication accidentelle par le monoxyde de carbone issu de gaz domestique, autres lieux précisés
X4719;intoxication accidentelle par le monoxyde de carbone issu de gaz domestique, lieu, sans précision
I5009;insuffisance cardiaque congestive, avec fraction d'éjection ventriculaire gauche [FEVG] non précisée
X4742;intoxication accidentelle par le monoxyde de carbone de source non précisée, école, autre institution et lieu d'administration publique
X4743;intoxication accidentelle par le monoxyde de carbone de source non précisée, lieu de sport et d'athlétisme
X4744;intoxication accidentelle par le monoxyde de carbone de source non précisée, rue ou route
U0714;COVID-19, autres formes cliniques, virus identifié
U0715;COVID-19, autres formes cliniques, virus non identifié
U0710;COVID-19, forme respiratoire, virus identifié
U0711;COVID-19, forme respiratoire, virus non identifié
U0712;Porteur de SARS-CoV-2 asymptomatique
U0713;autres examens et mises en observations en lien avec l'épidémie COVID-19
Y1747;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, exploitation agricole
Y1746;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, local industriel et chantier de construction
Y1749;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, lieu, sans précision
Y1748;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, autres lieux précisés
Y1743;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, lieu de sport et d'athlétisme
Y1742;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, école, autre institution et lieu d'administration publique
Y1745;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, zone de commerce et de service
Y1744;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, rue ou route
Y1741;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, établissement collectif
Y1740;intoxication par le monoxyde de carbone de source non précisée, intention non déterminée, domicile
Y1718;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, autres lieux précisés
Y1717;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, exploitation agricole
Y1719;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, lieu, sans précision
Y1714;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, rue ou route
Y1713;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, lieu de sport et d'athlétisme
Y1716;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, local industriel et chantier de construction
Y1715;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, zone de commerce et de service
Y1710;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, domicile
Y1712;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, école, autre institution et lieu d'administration publique
Y1711;intoxication par le monoxyde de carbone issu de gaz domestique, intention non déterminée, établissement collectif
Y1707;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, exploitation agricole
Y1706;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, local industriel et chantier de construction
Y1709;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, lieu, sans précision
Y1708;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, autres lieux précisés
Y1703;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, lieu de sport et d'athlétisme
Y1702;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, école, autre institution et lieu d'administration publique
Y1705;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, zone de commerce et de service
Y1704;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, rue ou route
Y1701;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, établissement collectif
Y1700;intoxication par le monoxyde de carbone issu de gaz d'échappement de moteur, intention non déterminée, domicile
Y1781;intoxication par d'autres gaz et vapeurs, intention non déterminée, établissement collectif
Y1780;intoxication par d'autres gaz et vapeurs, intention non déterminée, domicile
Y1798;intoxication par gaz et vapeurs non précisés, intention non déterminée, autres lieux précisés
Y1797;intoxication par gaz et vapeurs non précisés, intention non déterminée, exploitation agricole
Y1799;intoxication par gaz et vapeurs non précisés, intention non déterminée, lieu, sans précision
Y1794;intoxication par gaz et vapeurs non précisés, intention non déterminée, rue ou route
Y1793;intoxication par gaz et vapeurs non précisés, intention non déterminée, lieu de sport et d'athlétisme
Y1796;intoxication par gaz et vapeurs non précisés, intention non déterminée, local industriel et chantier de construction
Y1795;intoxication par gaz et vapeurs non précisés, intention non déterminée, zone de commerce et de service
Y1787;intoxication par d'autres gaz et vapeurs, intention non déterminée, exploitation agricole
Y1786;intoxication par d'autres gaz et vapeurs, intention non déterminée, local industriel et chantier de construction
Y1789;intoxication par d'autres gaz et vapeurs, intention non déterminée, lieu, sans précision
Y1788;intoxication par d'autres gaz et vapeurs, intention non déterminée, autres lieux précisés
Y1783;intoxication par d'autres gaz et vapeurs, intention non déterminée, lieu de sport et d'athlétisme
Y1782;intoxication par d'autres gaz et vapeurs, intention non déterminée, autre institution et lieu d'administration publique
Y1785;intoxication par d'autres gaz et vapeurs, intention non déterminée, zone de commerce et de service
Y1784;intoxication par d'autres gaz et vapeurs, intention non déterminée, rue ou route
Y1790;intoxication par gaz et vapeurs non précisés, intention non déterminée, domicile
Y1792;intoxication par gaz et vapeurs non précisés, intention non déterminée, autre institution et lieu d'administration publique
Y1791;intoxication par gaz et vapeurs non précisés, intention non déterminée, établissement collectif
I1109;cardiopathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] non précisée
I1102;cardiopathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 40
I1101;cardiopathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 50 et supérieure ou égale à 40
I1100;cardiopathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] supérieure ou égale à 50
I1329;cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] non précisée
I1322;cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 40
I1321;cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 50 et supérieure ou égale à 40
I1320;cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] supérieure ou égale à 50
I1309;cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] non précisée
I1301;cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 50 et supérieure ou égale à 40
I1300;cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] supérieure ou égale à 50
I1302;cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 40
B1809;hépatite virale chronique B avec agent delta, phase autre et non spécifiée
B1800;hépatite virale chronique B avec agent delta, phase d'immunotolérance
B1810;hépatite virale chronique B sans agent delta, phase d'immunotolérance
B1819;hépatite virale chronique B sans agent delta, phase autre et non spécifiée
G8200;Paraplégie flasque, complète motrice
G8201;Paraplégie flasque, incomplète motrice
G8209;Paraplégie flasque, sans précision
G8210;Paraplégie spastique, complète motrice
G8211;Paraplégie spastique, incomplète motrice
G8219;Paraplégie spastique, sans précision
G8220;Paraplégie complète motrice, sans précision
G8221;Paraplégie incomplète motrice, sans précision
G8230;Tétraplégie flasque, complète motrice
G8231;Tétraplégie flasque, incomplète motrice
G8239;Tétraplégie flasque, sans précision
G8240;Tétraplégie spastique, complète motrice
G8241;Tétraplégie spastique, incomplète motrice
G8249;Tétraplégie spastique, sans précision
G8250;Tétraplégie spastique, complète motrice
G8251;Tétraplégie spastique, incomplète motrice
G8259;Tétraplégie spastique, sans précision
F02340;démence légère de la maladie de Parkinson, avec symptômes mixtes
F17241;syndrome de dépendance au tabac, utilisation actuelle, avec symptômes physiques
F17240;syndrome de dépendance au tabac, utilisation actuelle, sans symptôme physique
F00141;démence moyenne de la maladie d'Alzheimer, à début tardif, avec symptômes mixtes
F00140;démence légère de la maladie d'Alzheimer, à début tardif, avec symptômes mixtes
F00142;démence sévère de la maladie d'Alzheimer, à début tardif, avec symptômes mixtes
F00920;démence légère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement hallucinatoires
F02212;démence sévère de la maladie de Huntington, avec symptômes essentiellement délirants
F00922;démence sévère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement hallucinatoires
F00921;démence moyenne de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement hallucinatoires
F01112;démence sévère par infarctus multiples, avec symptômes essentiellement délirants
F01111;démence moyenne par infarctus multiples, avec symptômes essentiellement délirants
F01110;démence légère par infarctus multiples, avec symptômes essentiellement délirants
F00230;démence légère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement dépressifs
F00231;démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement dépressifs
J96111;insuffisance respiratoire chronique restrictive de type II [hypercapnique]
J96110;insuffisance respiratoire chronique obstructive de type II [hypercapnique]
F01312;démence vasculaire mixte, corticale et souscorticale, sévère, avec symptômes essentiellement délirants
F00232;démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement dépressifs
F01310;démence vasculaire mixte, corticale et souscorticale, légère, avec symptômes essentiellement délirants
F01311;démence vasculaire mixte, corticale et souscorticale, moyenne, avec symptômes essentiellement délirants
I22800;infarctus du myocarde à répétition d'autres localisations, prise en charge initiale, infarctus de 24 heures ou moins
S37818;lésion traumatique d'autres organes urinaires et pelviens, sauf de la glande surrénale, avec plaie intra-pelvienne
F01012;démence vasculaire sévère à début aigu, avec symptômes essentiellement délirants
F01010;démence vasculaire légère à début aigu, avec symptômes essentiellement délirants
S37810;lésion traumatique de la glande surrénale, avec plaie intra-abdominale
F01011;démence vasculaire moyenne à début aigu, avec symptômes essentiellement délirants
M62820;rhabdomyolyse, bras
I21400;infarctus sous-endocardique (aigu du myocarde), prise en charge initiale, infarctus de 24 heures ou moins
F02210;démence légère de la maladie de Huntington, avec symptômes essentiellement délirants
F02211;démence moyenne de la maladie de Huntington, avec symptômes essentiellement délirants
F01001;démence vasculaire moyenne à début aigu, sans symptôme supplémentaire
F01000;démence vasculaire légère à début aigu, sans symptôme supplémentaire
F19240;syndrome de dépendance à des drogues multiples et à d'autres substances psychoactives, utilisation actuelle, sans symptôme physique
F19241;syndrome de dépendance à des drogues multiples et à d'autres substances psychoactives, utilisation actuelle, avec symptômes physiques
M62828;autres atteintes musculaires précisées, non classées ailleurs, bras
F01021;démence vasculaire moyenne à début aigu, avec symptômes essentiellement hallucinatoires
F01020;démence vasculaire légère à début aigu, avec symptômes essentiellement hallucinatoires
F02200;démence légère de la maladie de Huntington, sans symptôme supplémentaire
F02201;démence moyenne de la maladie de Huntington, sans symptôme supplémentaire
F01022;démence vasculaire sévère à début aigu, avec symptômes essentiellement hallucinatoires
M62810;rhabdomyolyse, région scapulaire
F01131;démence moyenne par infarctus multiples, avec symptômes essentiellement dépressifs
F01130;démence légère par infarctus multiples, avec symptômes essentiellement dépressifs
F01132;démence sévère par infarctus multiples, avec symptômes essentiellement dépressifs
M62818;autres atteintes musculaires précisées, non classées ailleurs, région scapulaire
F14240;syndrome de dépendance à la cocaïne, utilisation actuelle, sans symptôme physique
F14241;syndrome de dépendance à la cocaïne, utilisation actuelle, avec symptômes physiques
F02810;démence légère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement délirants
F02811;démence moyenne associée à d'autres maladies classées ailleurs, avec symptômes essentiellement délirants
F02812;démence sévère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement délirants
J96191;insuffisance respiratoire chronique restrictive, type non précisé
F02031;démence moyenne de la maladie de Pick, avec symptômes essentiellement dépressifs
J96190;insuffisance respiratoire chronique obstructive, type non précisé
F02030;démence légère de la maladie de Pick, avec symptômes essentiellement dépressifs
F00101;démence moyenne de la maladie d'Alzheimer, à début tardif, sans symptôme supplémentaire
F00100;démence légère de la maladie d'Alzheimer, à début tardif, sans symptôme supplémentaire
F02032;démence sévère de la maladie de Pick, avec symptômes essentiellement dépressifs
F02202;démence sévère de la maladie de Huntington, sans symptôme supplémentaire
F00102;démence sévère de la maladie d'Alzheimer, à début tardif, sans symptôme supplémentaire
F17201;syndrome de dépendance au tabac, personne actuellement abstinente en rémission partielle
F00112;démence sévère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement délirants
F01101;démence moyenne par infarctus multiples, sans symptôme supplémentaire
F17200;syndrome de dépendance au tabac, personne actuellement abstinente en rémission récente
F01100;démence légère par infarctus multiples, sans symptôme supplémentaire
F00110;démence légère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement délirants
F17202;syndrome de dépendance au tabac, personne actuellement abstinente en rémission complète
F00111;démence moyenne de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement délirants
F01102;démence sévère par infarctus multiples, sans symptôme supplémentaire
F15241;syndrome de dépendance à d'autres stimulants, y compris la caféine, utilisation actuelle, avec symptômes physiques
I21100;infarctus (transmural aigu) du myocarde (de la paroi) inférieure, prise en charge initiale, infarctus de 24 heures ou moins
F15240;syndrome de dépendance à d'autres stimulants, y compris la caféine, utilisation actuelle, sans symptôme physique
F01041;démence vasculaire moyenne à début aigu, avec symptômes mixtes
F01040;démence vasculaire légère à début aigu, avec symptômes mixtes
F02230;démence légère de la maladie de Huntington, avec symptômes essentiellement dépressifs
F02231;démence moyenne de la maladie de Huntington, avec symptômes essentiellement dépressifs
M62878;autres atteintes musculaires précisées, non classées ailleurs, cheville et pied
M62870;rhabdomyolyse, cheville et pied
K93840;infection de l'anus par le virus de l'herpès
F02222;démence sévère de la maladie de Huntington, avec symptômes essentiellement hallucinatoires
F01231;démence vasculaire souscorticale moyenne, avec symptômes essentiellement dépressifs
F02012;démence sévère de la maladie de Pick, avec symptômes essentiellement délirants
F01230;démence vasculaire souscorticale légère, avec symptômes essentiellement dépressifs
K93848;atteintes de l'anus au cours d'autres maladies classées ailleurs
F02010;démence légère de la maladie de Pick, avec symptômes essentiellement délirants
F02232;démence sévère de la maladie de Huntington, avec symptômes essentiellement dépressifs
F01232;démence vasculaire souscorticale sévère, avec symptômes essentiellement dépressifs
F02011;démence moyenne de la maladie de Pick, avec symptômes essentiellement délirants
F19202;syndrome de dépendance à des drogues multiples et à d'autres substances psychoactives, personne actuellement abstinente en rémission complète
F19200;syndrome de dépendance à des drogues multiples et à d'autres substances psychoactives, personne actuellement abstinente en rémission récente
F19201;syndrome de dépendance à des drogues multiples et à d'autres substances psychoactives, personne actuellement abstinente en rémission partielle
F01002;démence vasculaire sévère à début aigu, sans symptôme supplémentaire
F02221;démence moyenne de la maladie de Huntington, avec symptômes essentiellement hallucinatoires
F00901;démence moyenne de la maladie d'Alzheimer, sans précision, sans symptôme supplémentaire
F02220;démence légère de la maladie de Huntington, avec symptômes essentiellement hallucinatoires
F00902;démence sévère de la maladie d'Alzheimer, sans précision, sans symptôme supplémentaire
F00900;démence légère de la maladie d'Alzheimer, sans précision, sans symptôme supplémentaire
K93830;infection du rectum par le virus de l'herpès
F01900;démence vasculaire légère, sans précision, sans symptôme supplémentaire
F01902;démence vasculaire sévère, sans précision, sans symptôme supplémentaire
F01901;démence vasculaire moyenne, sans précision, sans symptôme supplémentaire
F18240;syndrome de dépendance aux solvants volatils, utilisation actuelle, sans symptôme physique
F18241;syndrome de dépendance aux solvants volatils, utilisation actuelle, avec symptômes physiques
F01042;démence vasculaire sévère à début aigu, avec symptômes mixtes
I22900;infarctus du myocarde à répétition de localisation non précisée, prise en charge initiale, infarctus de 24 heures ou moins
F00032;démence sévère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement dépressifs
F13200;syndrome de dépendance aux sédatifs ou hypnotiques, personne actuellement abstinente en rémission récente
F13201;syndrome de dépendance aux sédatifs ou hypnotiques, personne actuellement abstinente en rémission partielle
F13202;syndrome de dépendance aux sédatifs ou hypnotiques, personne actuellement abstinente en rémission complète
F00221;démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement hallucinatoires
F00030;démence légère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement dépressifs
F00220;démence légère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement hallucinatoires
F00031;démence moyenne de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement dépressifs
F00222;démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement hallucinatoires
F02840;démence légère associée à d'autres maladies classées ailleurs, avec symptômes mixtes
F02841;démence moyenne associée à d'autres maladies classées ailleurs, avec symptômes mixtes
F02842;démence sévère associée à d'autres maladies classées ailleurs, avec symptômes mixtes
F02001;démence moyenne de la maladie de Pick, sans symptôme supplémentaire
F02000;démence légère de la maladie de Pick, sans symptôme supplémentaire
F01912;démence vasculaire sévère, sans précision, avec symptômes essentiellement délirants
F01911;démence vasculaire moyenne, sans précision, avec symptômes essentiellement délirants
F02002;démence sévère de la maladie de Pick, sans symptôme supplémentaire
F01800;autres formes de démence vasculaire légère, sans symptôme supplémentaire
F01802;autres formes de démence vasculaire sévère, sans symptôme supplémentaire
F01842;autres formes de démence vasculaire sévère, avec symptômes mixtes
F01341;démence vasculaire mixte, corticale et souscorticale, moyenne, avec d'autres symptômes, mixtes
F01340;démence vasculaire mixte, corticale et souscorticale, légère, avec d'autres symptômes, mixtes
F01342;démence vasculaire mixte, corticale et souscorticale, sévère, avec d'autres symptômes, mixtes
F12200;syndrome de dépendance aux dérivés du cannabis, personne actuellement abstinente en rémission partielle
F12201;syndrome de dépendance aux dérivés du cannabis, personne actuellement abstinente en rémission récente
F12202;syndrome de dépendance aux dérivés du cannabis, personne actuellement abstinente en rémission complète
F01840;autres formes de démence vasculaire légère, avec symptômes mixtes
F12240;syndrome de dépendance aux dérivés du cannabis, utilisation actuelle, sans symptômes physiques
F01841;autres formes de démence vasculaire moyenne, avec symptômes mixtes
F12241;syndrome de dépendance aux dérivés du cannabis, utilisation actuelle, avec symptômes physiques
F00121;démence moyenne de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement hallucinatoires
F00120;démence légère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement hallucinatoires
F00122;démence sévère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement hallucinatoires
F01812;autres formes de démence vasculaire sévère, avec symptômes essentiellement délirants
F18201;syndrome de dépendance aux solvants volatils, personne actuellement abstinente en rémission partielle
F01811;autres formes de démence vasculaire moyenne, avec symptômes essentiellement délirants
F18200;syndrome de dépendance aux solvants volatils, personne actuellement abstinente en rémission récente
F01810;autres formes de démence vasculaire légère, avec symptômes essentiellement délirants
F18202;syndrome de dépendance aux solvants volatils, personne actuellement abstinente en rémission complète
F15200;syndrome de dépendance à d'autres stimulants, y compris la caféine, personne actuellement abstinente en rémission récente
F15201;syndrome de dépendance à d'autres stimulants, y compris la caféine, personne actuellement abstinente en rémission partielle
F15202;syndrome de dépendance à d'autres stimulants, y compris la caféine, personne actuellement abstinente en rémission complète
F10240;syndrome de dépendance à l'alcool, utilisation actuelle, sans symptôme physique
F10241;syndrome de dépendance à l'alcool, utilisation actuelle, avec symptômes physiques
F02132;démence sévère de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement dépressifs
F02130;démence légère de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement dépressifs
F02131;démence moyenne de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement dépressifs
F02342;démence sévère de la maladie de Parkinson, avec symptômes mixtes
F02341;démence moyenne de la maladie de Parkinson, avec symptômes mixtes
F01320;démence vasculaire mixte, corticale et souscorticale, légère, avec symptômes essentiellement hallucinatoires
F01322;démence vasculaire mixte, corticale et souscorticale, sévère, avec symptômes essentiellement hallucinatoires
Z94804;allogreffe de cellules souches hématopoïétiques, greffon d'unité de sang placentaire de donneur non apparenté
Z94800;présence d'autogreffe de cellules souches hématopoïétiques
Z94801;présence d'allogreffe de cellules souches hématopoïétiques
Z94802;allogreffe de cellules souches hématopoïétiques, greffon de moelle osseuse, de cellules souches périphériques ou d'unité de sang placentaire de donneur apparenté
Z94803;allogreffe de cellules souches hématopoïétiques, greffon de moelle osseuse ou de cellules souches périphériques de donneur non apparenté
F02800;démence légère associée à d'autres maladies classées ailleurs, sans symptôme supplémentaire
F02802;démence sévère associée à d'autres maladies classées ailleurs, sans symptôme supplémentaire
Z94809;allogreffe de cellules souches hématopoïétiques, autres et sans précision
F02801;démence moyenne associée à d'autres maladies classées ailleurs, sans symptôme supplémentaire
F02442;démence sévère de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes mixtes
F02440;démence légère de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes mixtes
F02441;démence moyenne de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes mixtes
F00020;démence légère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement hallucinatoires
F00021;démence moyenne de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement hallucinatoires
F01241;démence vasculaire souscorticale moyenne, avec symptômes mixtes
F01240;démence vasculaire souscorticale légère, avec symptômes mixtes
F01242;démence vasculaire souscorticale sévère, avec symptômes mixtes
F00022;démence sévère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement hallucinatoires
F02121;démence moyenne de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement hallucinatoires
F16200;syndrome de dépendance aux hallucinogènes, personne actuellement abstinente en rémission récente
F11241;syndrome de dépendance aux opiacés, utilisation actuelle, avec symptômes physiques
F16201;syndrome de dépendance aux hallucinogènes, personne actuellement abstinente en rémission partielle
F02120;démence légère de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement hallucinatoires
F11240;syndrome de dépendance aux opiacés, utilisation actuelle, sans symptôme physique
F16202;syndrome de dépendance aux hallucinogènes, personne actuellement abstinente en rémission complète
F02122;démence sévère de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement hallucinatoires
F02331;démence moyenne de la maladie de Parkinson, avec symptômes essentiellement dépressifs
F02330;démence légère de la maladie de Parkinson, avec symptômes essentiellement dépressifs
F02332;démence sévère de la maladie de Parkinson, avec symptômes essentiellement dépressifs
F02401;démence moyenne de la maladie due au virus de l'immunodéficience humaine (VIH), sans symptôme supplémentaire
F02400;démence légère de la maladie due au virus de l'immunodéficience humaine (VIH), sans symptôme supplémentaire
F02402;démence sévère de la maladie due au virus de l'immunodéficience humaine (VIH), sans symptôme supplémentaire
U83710;bactérie multirésistante [BMR], situation d'infection
U83711;bactérie multirésistante [BMR], situation de portage sain
U83701;bactérie hautement résistante émergente [BHRe], situation de portage sain
U83700;bactérie hautement résistante émergente [BHRe], situation d'infection
U83781;autres résistances à de multiples antibiotiques, situation de portage sain
U83780;autres résistances à de multiples antibiotiques, situation d'infection
U82180;staphylocoques, autres et non précisés, résistants à la méthicilline, situation d'infection
U82181;staphylocoques, autres et non précisés, résistants à la méthicilline, situation de portage sain
U82101;staphylococcus aureus résistant à la méthicilline [SARM], situation de portage sain
U82100;staphylococcus aureus résistant à la méthicilline [SARM], situation d'infection
F01801;autres formes de démence vasculaire moyenne, sans symptôme supplémentaire
F02302;démence sévère de la maladie de Parkinson, sans symptôme supplémentaire
F01910;démence vasculaire légère, sans précision, avec symptômes essentiellement délirants
F02301;démence moyenne de la maladie de Parkinson, sans symptôme supplémentaire
F02300;démence légère de la maladie de Parkinson, sans symptôme supplémentaire
F02432;démence sévère de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement dépressifs
F00011;démence moyenne de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement délirants
F00010;démence légère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement délirants
F01821;autres formes de démence vasculaire moyenne, avec symptômes essentiellement hallucinatoires
F01820;autres formes de démence vasculaire légère, avec symptômes essentiellement hallucinatoires
F01822;autres formes de démence vasculaire sévère, avec symptômes essentiellement hallucinatoires
F02430;démence légère de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement dépressifs
F02431;démence moyenne de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement dépressifs
F00012;démence sévère de la maladie d'Alzheimer, à début précoce, avec symptômes essentiellement délirants
M62850;rhabdomyolyse, région pelvienne et cuisse
M62858;autres atteintes musculaires précisées, non classées ailleurs, région pelvienne et cuisse
F00130;démence légère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement dépressifs
F00131;démence moyenne de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement dépressifs
F00132;démence sévère de la maladie d'Alzheimer, à début tardif, avec symptômes essentiellement dépressifs
F00212;démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement délirants
F00242;démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes mixtes
I21000;infarctus (transmural aigu) du myocarde (de la paroi) antérieure, prise en charge initiale, infarctus de 24 heures ou moins
F00240;démence légère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes mixtes
F00241;démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes mixtes
F00210;démence légère de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement délirants
F00211;démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, avec symptômes essentiellement délirants
M62880;rhabdomyolyse, autres localisations
F00000;démence légère de la maladie d'Alzheimer, à début précoce, sans symptôme supplémentaire
F00001;démence moyenne de la maladie d'Alzheimer, à début précoce, sans symptôme supplémentaire
F00002;démence sévère de la maladie d'Alzheimer, à début précoce, sans symptôme supplémentaire
M62888;autres atteintes musculaires précisées, non classées ailleurs, autres localisations
F01831;autres formes de démence vasculaire moyenne, avec symptômes essentiellement dépressifs
F01830;autres formes de démence vasculaire légère, avec symptômes essentiellement dépressifs
F01330;démence vasculaire mixte, corticale et souscorticale, légère, avec symptômes essentiellement dépressifs
F01331;démence vasculaire mixte, corticale et souscorticale, moyenne, avec symptômes essentiellement dépressifs
F01332;démence vasculaire mixte, corticale et souscorticale, sévère, avec symptômes essentiellement dépressifs
F10202;syndrome de dépendance à l'alcool, personne actuellement abstinente en rémission complète
F10201;syndrome de dépendance à l'alcool, personne actuellement abstinente en rémission partielle
F10200;syndrome de dépendance à l'alcool, personne actuellement abstinente en rémission récente
F01832;autres formes de démence vasculaire sévère, avec symptômes essentiellement dépressifs
F02312;démence sévère de la maladie de Parkinson, avec symptômes essentiellement délirants
F02311;démence moyenne de la maladie de Parkinson, avec symptômes essentiellement délirants
F02310;démence légère de la maladie de Parkinson, avec symptômes essentiellement délirants
F01202;démence vasculaire souscorticale sévère, sans symptôme supplémentaire
F01201;démence vasculaire souscorticale moyenne, sans symptôme supplémentaire
F01200;démence vasculaire souscorticale légère, sans symptôme supplémentaire
F02042;démence sévère de la maladie de Pick, avec symptômes mixtes
F02040;démence légère de la maladie de Pick, avec symptômes mixtes
F02041;démence moyenne de la maladie de Pick, avec symptômes mixtes
F16240;syndrome de dépendance aux hallucinogènes, utilisation actuelle, sans symptôme physique
F16241;syndrome de dépendance aux hallucinogènes, utilisation actuelle, avec symptômes physiques
F01301;démence vasculaire mixte, corticale et souscorticale, moyenne, sans symptôme supplémentaire
F01300;démence vasculaire mixte, corticale et souscorticale, légère, sans symptôme supplémentaire
