CODEACTE;CODEACTE_LABEL
HHNE003;Séance de destruction de lésion du côlon et/ou du rectum avec laser, par rectosigmoïdoscopie ou par coloscopie partielle
HGEA004;Transplantation d'intestin grêle et de foie total, par laparotomie
HHFA020;Appendicectomie avec toilette péritonéale pour péritonite aigüe généralisée, par laparotomie
NAGA001;Ablation de matériel d'ostéosynthèse de l'acétabulum ou de l'os coxal, par abord direct
NBPA017;Ostéotomie simple de l'extrémité distale du fémur
NAPA008;Ostéotomie extraacétabulaire de l'os coxal par plusieurs sections, avec ostéotomie du fémur
NBPA005;Décortication du fémur avec ostéosynthèse pour pseudarthrose
MZFA004;Désarticulation du poignet
NCFA001;Résection "en bloc" de l'extrémité proximale des 2 os de la jambe
NEDA001;Arthrodèse coxofémorale, par arthrotomie
NCCA019;Ostéosynthèse de fracture ou de décollement épiphysaire supramalléolaire des 2 os de la jambe, à foyer ouvert
NCQK001;Radiographie de la jambe
NCPA010;Décortication de la diaphyse du tibia et/ou de la fibula pour pseudarthrose
QZLA001;Pose d'un dispositif d'expansion de la peau ou d'un implant souscutané définitif
NGDA004;Arthrorise tibiotalienne ou talocalcanéenne, par abord direct
NJBA001;Raccourcissement du ligament patellaire [tendon rotulien], avec section ou allongement du muscle droit fémoral
NGDA001;Arthrodèse tibio-talo-calcanéenne, par arthrotomie
NHMA002;Arthroplastie par résection de l'articulation ou arthrodèse interphalangienne d'un orteil latéral
NJFA009;Résection d'ostéome paraarticulaire coxofémoral antérieur et postérieur
NFPA002;Section du rétinaculum patellaire latéral [aileron rotulien externe], par arthrotomie
NHPA003;Libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil pour correction d'hallux varus
HBGD397;Avulsion de 3 dents ectopiques
NGGA002;Ablation d'une prothèse tibiotalienne avec arthrodèse
NJMB001;Réparation d'une rupture du tendon calcanéen [d'Achille], par voie transcutanée
NJFA003;Résection des tissus mous pour hypertrophie et gigantisme du pied
QCEA003;Greffe cutanée pour brûlure des deux mains, sur plus de 3,75% de la surface corporelle
QZJA013;Parage secondaire de lésion traumatique ou infectieuse de la peau et des tissus mous, sous anesthésie générale ou locorégionale
QZJP002;Séance de détersion mécanique d'ulcération trophique de la peau et des tissus mous sur plus de 200 cm², sous anesthésie générale ou locorégionale
QZJA020;Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 1% de la surface corporelle
QZLB001;Injection souscutanée susfasciale de tissu adipeux
QZJA005;Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur 1% à 10% de la surface corporelle
QZKA007;Changement d'un système diffuseur ou d'une pompe souscutané implanté
QZJA012;Parage et/ou suture de plaie profonde de la peau et des tissus mous de 3 cm à 10 cm de grand axe, en dehors de la face et de la main
QZGP007;Ablation des supports de culture de kératinocytes autologues pour brûlure, sur plus de 50% de la surface corporelle
QZNP017;Séance de destruction de lésion cutanée sur plus de 700 cm², avec laser vasculaire ou avec lampe flash
JHFA017;Orchidectomie, par abord scrotal
JHQM001;Échographie transcutanée unilatérale ou bilatérale du contenu des bourses
LDFA012;Corporectomie vertébrale totale, par cervicotomie antérieure ou antérolatérale
LEMA003;Correction instrumentale d'une déformation souple de la colonne vertébrale avec arthrodèse de 3 à 5 vertèbres, par thoraco-phréno-laparotomie
LDCA010;Ostéosynthèse interlamaire entre deux vertèbres de la colonne cervicale de C2 à C7, par abord postérieur
LDHA001;Biopsie osseuse et/ou articulaire de l'atlas et/ou de l'axis, par abord intrabuccal ou par abord prémastoïdien
LFCA005;Ostéosynthèse et/ou arthrodèse antérieure de la colonne vertébrale sans exploration du contenu canalaire, par laparotomie ou par lombotomie
LFFA014;Corporectomie vertébrale partielle ou totale, par abord direct avec préparation par coelioscopie ou par rétropéritonéoscopie
LFDA009;Arthrodèse intercorporéale d'un spondylolisthésis lombal avec réduction, avec ostéosynthèse, par abord postérieur
LCFA007;Exérèse d'une fistule cutanée faciale acquise
LDFA005;Laminarthrectomie cervicale totale unilatérale sans ostéosynthèse, par abord postérieur
LEGA001;Ablation de matériel d'ostéosynthèse de la colonne vertébrale, par thoraco-phréno-laparotomie
LDEB002;Traction d'attente de la colonne vertébrale cervicale par halo crânien ou étrier
LDQK001;Radiographie du segment cervical de la colonne vertébrale selon 1 ou 2 incidences
LEHA003;Biopsie osseuse et/ou discale de la colonne vertébrale, par thoracotomie
LBQK005;Radiographie unilatérale ou bilatérale de l'articulation temporomandibulaire
YYYY183;Supplément pour actes bucco-dentaires pour prise en charge d'un patient en situation de handicap sévère
LDGA001;Ablation de matériel d'ostéosynthèse de l'atlas et/ou de l'axis, par cervicotomie
LCFA008;Exérèse d'une fistule ou d'un kyste de la deuxième fente branchiale
LECA003;Ostéosynthèse et/ou arthrodèse antérieure ou épiphysiodèse de la colonne vertébrale sans exploration du contenu canalaire, par thoracotomie
LDFA007;Exérèse de plusieurs hernies discales de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par cervicotomie antérieure ou antérolatérale
LCFA011;Exérèse d'une lipomatose cervicale [de Launois-Bensaude]
LBPA014;Ostéotomie interruptrice du corps de la mandibule, en arrière du trou mentonnier, par abord intrabuccal
LBPA006;Ostéotomie maxillaire type Le Fort I segmentée en 3 fragments ou plus, par abord intrabuccal
LBPA011;Ostéotomie sagittale bilatérale du ramus de la mandibule [supralingulaire et préangulaire], avec ostéotomie maxillaire type Le Fort I segmentée en 2 fragments et transposition du menton osseux, par abord intrabuccal
LBPA029;Ostéotomie maxillaire type Le Fort I non segmentée avec avancée, par abord intrabuccal
LBFA033;Maxillectomie moyenne
LBPA013;Ostéotomie de transposition du menton osseux, par abord intrabuccal
LBPA007;Ostéotomie verticale rétrolingulaire [rétrospigienne] du ramus de la mandibule, par abord facial
LBPA016;Ostéotomie segmentaire alvéolaire de la mandibule en arrière du trou mentonnier, par abord intrabuccal
LBLD026;Pose de 7 implants intraosseux intrabuccaux, chez l'adulte
AHCA020;Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire
AHCA009;Suture de plaie du nerf radial au bras ou au coude, par abord direct
AHCA003;Suture de plaie de nerf à la cheville ou au pied, par abord direct
AFSA003;Fermeture d'une fistule de liquide cérébrospinal ou d'une méningocèle postopératoire spinale
AHEA018;Autogreffe pédiculée du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire
AHCA001;Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord supraclaviculaire
AFFA006;Exérèse d'une fistule dermique avec prolongement intradural rachidien
AFCA003;Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale en dehors de l'espace subarachnoïdien rachidien, par abord direct
AHCA005;Suture de plaie du nerf musculocutané, par abord direct
AGQP006;Surveillance peropératoire des potentiels évoqués moteurs, sensoriels ou somesthésiques, pendant moins de 2 heures
AHCA019;Suture de plaie du nerf circonflexe, par abord direct
AELB001;Implantation d'électrode de stimulation de la moelle épinière à visée thérapeutique par voie transcutanée, avec implantation souscutanée d'un générateur de stimulation neurologique
AFLB003;Séance d'injection intrathécale d'agent pharmacologique anticancéreux, par voie transcutanée
AHEA012;Autogreffe d'un nerf cervicofacial, par abord direct
AHEA004;Autogreffe du nerf médian à l'avant-bras, par abord direct
AFFA005;Exérèse de tumeur épidurale rachidienne avec ostéosynthèse vertébrale, par abord postérieur
AHFA001;Exérèse de tumeur d'un nerf spinal avec réparation immédiate, par abord direct
ADEA003;Autogreffe du nerf facial avec déroutement, par abord translabyrinthique
ADQB001;Électromyographie de détection du muscle ptérygoïdien latéral, par électrode aiguille
ACFA022;Exérèse de tumeur de la région optochiasmatique et/ou hypothalamique, par craniotomie
ACQK001;Scanographie du crâne et de son contenu, sans injection de produit de contraste
ADPC002;Vagotomie suprasélective, par coelioscopie
AEJA001;Parage et fermeture de plaie pénétrante vertébrospinale, par abord antérieur ou antérolatéral
AEJA002;Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord antérieur ou antérolatéral
ADNH001;Destruction sélective du nerf glossopharyngien, par voie transcutanée avec guidage radiologique
ADPA016;Décompression du nerf infraorbitaire, par abord direct
ACFA012;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord suprapétreux
ACPA001;Libération d'un conflit vasculonerveux intracrânien, par craniotomie
ADPA005;Neurotomie vestibulaire, par abord translabyrinthique
ADPA007;Neurotomie vestibulaire, par abord suprapétreux
ADPA023;Décompression du nerf optique, par abord transsinusien [transethmoïdal]
HHFA006;Colectomie gauche avec libération de l'angle colique gauche, avec rétablissement de la continuité, par laparotomi
HGFC002;Résection du diverticule iléal [de Meckel], par coelioscopie
HGPC005;Ablation d'un cathéter de dialyse péritonéale, par coelioscopie
HGSE003;Hémostase de lésion intestinale sans laser, par iléoscopie
HHFA009;Colectomie droite avec rétablissement de la continuité, par laparotomi
HHFA026;Colectomie droite sans rétablissement de la continuité, par laparotomi
HGEC001;Détorsion intestinale ou section de bride péritonéale pour vice de rotation de l'anse intestinale primitive [mesenterium commune], par coelioscopie
HGEA002;Transplantation d'intestin grêle et de foie réduit, par laparotomie
HGFA009;Résection segmentaire d'une atrésie étagée de l'intestin grêle avec rétablissement de la continuité, par laparotomie
HHFA031;Coloproctectomie totale avec anastomose iléoanale, par laparotomi
HGFC016;Résection segmentaire multiple de l'intestin grêle, par coelioscopie
HGHD001;Prélèvement de liquide duodénal par tubage, sans épreuve pharmacologique
HFCB001;Gastrostomie, par voie transcutanée avec guidage endoscopique
HHFA011;Appendicectomie, par laparotomie
HHFA002;Colectomie gauche avec libération de l'angle colique gauche, avec rétablissement de la continuité, par coelioscopie ou par laparotomie avec préparation par coelioscopi
HHFA028;Coloproctectomie totale avec anastomose iléoanale, par coelioscopie ou par laparotomie avec préparation par coelioscopi
HHCA001;Suture de plaie ou de perforation du côlon, par laparotomie
HGPA001;Duodénotomie à visée thérapeutique ou duodénectomie partielle, par laparotomie
HGQH001;Radiographie de l'intestin grêle avec administration de produit de contraste par une sonde nasoduodénale [entéroclyse]
HGFC021;Résection segmentaire unique de l'intestin grêle avec rétablissement de la continuité, en dehors de l'occlusion, par coelioscopie
HGCC026;Entérostomie cutanée, par coelioscopie
HGQD002;Exploration de la lumière de l'intestin grêle par vidéocapsule ingérée
HGMA005;Rétablissement secondaire de la continuité digestive après résection de l'intestin grêle, par laparotomie
HHFA023;Colectomie transverse, par coelioscopie ou par laparotomie avec préparation par coelioscopi
HGFA001;Résection de l'angle duodénojéjunal avec rétablissement de la continuité, par laparotomie
HHFA029;Coloproctectomie totale sans rétablissement de la continuité, par coelioscopie ou par laparotomie avec préparation par coelioscopi
HGQE002;Duodénoscopie par appareil à vision latérale
JDFA012;Exérèse de la plaque d'une exstrophie vésicale avec dérivation urinaire, sans ostéotomie du bassin
JDLF001;Pose d'un cathéter intravésical, par voie transcutanée suprapubienne
JCPA002;Libération de l'uretère sans intrapéritonisation, par abord direct
QZFA026;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de plus de 10 cm², par technique chimiochirurgicale [technique de Mohs]
QEQK004;Mammographie de dépistage
QZEA040;Greffe cutanée en sandwich, sur 15% à 17,5% de la surface corporelle
QZEA004;Greffe cutanée en sandwich, sur 5% à 7,5% de la surface corporelle
QZFA015;Exérèse tangentielle de 21 molluscum contagiosum ou plus
QZFA027;Excision de lésion infectieuse diffuse de la peau et des tissus mous sur plus de 200 cm²
QZJA017;Parage et/ou suture de plaie superficielle de la peau de 3 cm à 10 cm de grand axe, en dehors de la face
LAGA003;Ablation de matériel interne d'ostéosynthèse ou de distraction du massif facial sur un site, par abord direct
LACA015;Ostéosynthèse de fracture bilatérale de la paroi antérieure du sinus frontal à foyer ouvert, par abord facial
LAEA002;Avancement frontoorbitaire symétrique ou asymétrique sans remodelage frontal, par craniotomie
JEMA023;Plastie de l'urètre postérieur par lambeau libre
JEEE001;Alignement de rupture traumatique de l'urètre, par endoscopie
JELE002;Pose d'une endoprothèse de l'urètre, par endoscopie
JFFA014;Exérèse de lésion endométriosique de la cloison rectovaginale, par laparotomie
JELA001;Pose d'une prothèse sphinctérienne urinaire péricervicale chez la femme, par laparotomie
HBGD396;Avulsion de 7 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines
JEKA002;Changement complet d'une prothèse sphinctérienne urinaire périurétrale pénienne ou bulbomembranacée [bulbomembraneuse], par abord direct
JEAD001;Dilatation de sténose de l'urètre à l'aveugle
JVQF008;Épreuve de filtration glomérulaire rénale par administration de substance exogène, sans recueil urinaire, avec épreuve de stimulation
KDFA002;Parathyroïdectomie unique sans exploration des autres sites parathyroïdiens, par cervicotomie
LACA001;Ostéosynthèse de fracture du bord infraorbitaire, à foyer ouvert
LAFA019;Ethmoïdectomie totale bilatérale avec septoplastie nasale et sphénoïdotomie, par endoscopie
LAMA003;Réfection de la paroi médiale de l'orbite, par abord facial
LAPA006;Taille et transposition de volet crânien intéressant les orbites
LAPA005;Taille et transposition de volet crânien n'intéressant pas les orbites, sans remodelage du pôle postérieur du crâne
LAPA013;Ostéotomie d'agrandissement du cadre de l'orbite, par abord coronal
LAPA001;Mise à plat de lésion infectieuse de la voûte du crâne [calvaria]
LBBA005;Apposition modelante du menton, par abord intrabuccal
LBED002;Réduction orthopédique de fracture unifocale du corps de la mandibule, avec contention mandibulaire
LAMA005;Réfection de la paroi médiale de l'orbite, par abord coronal
JVRP006;Épreuve de charge calcique
JZMA003;Urétroplastie et vestibuloplastie avec enfouissement ou réduction du clitoris, pour féminisation
LDCA013;Ostéosynthèse de la colonne vertébrale avec exploration du contenu canalaire, par cervicotomie antérieure ou par cervicotomie antérolatérale
NBQK001;Radiographie de la cuisse
NBGA006;Évidement du fémur avec comblement, par abord direct
NEKA007;Changement de la pièce acétabulaire ou fémorale d'une prothèse totale de hanche, avec reconstruction osseuse par greffes compactées sans ostéosynthèse
NELA002;Repose d'une prothèse totale de l'articulation coxofémorale, sans reconstruction osseuse
NFKA007;Remplacement de l'articulation du genou par prothèse tricompartimentaire sur une déformation inférieure ou égale à 10° dans le plan frontal
NFFA002;Synovectomie du genou, par arthrotomie antérieure et par arthrotomie postérieure sans changement de position du patient
NEJA001;Nettoyage de l'articulation coxofémorale, par arthrotomie
NCMA001;Reconstruction du tibia par greffe ou matériau inerte non prothétique, après résection "en bloc" d'une extrémité et/ou de la diaphyse
NCCA015;Ostéosynthèse de fracture triplane de l'extrémité distale du tibia, à foyer ouvert
NDQK002;Radiographie bilatérale du pied selon 1 à 3 incidences par côté
NCFA003;Exérèse d'exostose intertibiofibulaire proximale, par abord direct
NCCA016;Ostéosynthèse de fracture bimalléolaire simple, à foyer ouvert
NCPA005;Ostéotomie simple de l'extrémité proximale du tibia avec reconstruction du ligament croisé antérieur
HBGD299;Avulsion de 3 racines incluses
NCCB004;Ostéosynthèse de fracture de la diaphyse du tibia par matériel centromédullaire sans verrouillage distal, à foyer fermé
NDFA010;Tarsectomie antérieure ou ostéotomie extraarticulaire de l'arrière-pied ou du médiopied
NAGA003;Évidement de l'os coxal sans comblement, par abord direct
NBCA004;Ostéosynthèse du grand trochanter pour pseudarthrose
NBEB001;Réduction orthopédique progressive de fracture du fémur, par traction continue transosseuse
NBAA005;Allongement osseux progressif du fémur ou du tibia par système externe, sans allongement tendineux
NCCA009;Ostéosynthèse préventive d'un os ou des 2 os de la jambe pour lésion ostéolytique, à foyer ouvert
NBGA007;Ablation de matériel d'ostéosynthèse du fémur, par abord direct
NBCA001;Ostéosynthèse de fracture complexe de la patelle, à foyer ouvert
NBDA004;Épiphysiodèse au genou, par un abord direct
NAMA002;Reconstruction de l'os coxal [hémibassin] après résection de la zone acétabulaire, sans prothèse coxale
NBGA001;Évidement de l'extrémité distale du fémur et/ou de l'extrémité proximale du tibia en présence d'un cartilage épiphysaire actif avec comblement, par abord direct
NBCA006;Ostéosynthèse de fracture infratrochantérienne ou trochantérodiaphysaire du fémur
QZGP009;Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 10% à 20% de la surface corporelle
QZPA005;Escarrotomie de décharge sur 3 sites
NGMA001;Reconstruction de l'articulation de la cheville avec arthrodèse, après perte de substance segmentaire
ADPC900;Section de nerf crânien, par vidéochirurgie intracrânienne
ACQH001;Scanographie du crâne et de son contenu, avec injection intrathécale de produit de contraste [Cysternoscanner]
AEJA004;Parage et fermeture de plaie pénétrante vertébrospinale, par abord postérieur
ADCA006;Suture de plaie d'un nerf crânien, par craniotomie
ACQH002;Scanographie du crâne, de son contenu et du thorax, avec injection intraveineuse de produit de contraste
ADCA002;Suture de plaie du nerf facial extrapétreux
ADQP007;Électrorétinographie [ERG] par flash lumineux, avec mesure des amplitudes et latences des réponses, et étude des potentiels évoqués visuels [PEV]
ADPA013;Section de nerf crânien, par abord infraoccipital rétrosigmoïdien
ADPA019;Vagotomie suprasélective, par laparotomie
ADEA005;Autogreffe de nerf crânien, par craniotomie
ACQC001;Exploration intracrânienne, par vidéochirurgie
ACFA011;Exérèse de tumeur de l'étage moyen de la base du crâne, par craniotomie
ACQN004;Remnographie [IRM] du crâne et de son contenu, avec étude de la viabilité du parenchyme cérébral par imagerie de diffusion et de perfusion
ADPA014;Vagotomie tronculaire, par thoracotomie
ADPA008;Décompression du nerf facial, par abord transmastoïdien
ACFA028;Exérèse de tumeur extraparenchymateuse de la convexité du cerveau envahissant un sinus veineux dural, par craniotomie
ADGA001;Ablation d'un générateur de stimulation du nerf vague, par abord direct
AEGA001;Ablation d'électrode de stimulation de la moelle épinière, par abord direct
ADPA004;Décompression du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal
ACQL005;Tomoscintigraphie de perfusion cérébrale avec test d'activation et quantification complexe
ACFA015;Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale bilatérale
ADNB001;Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée ou transmuqueuse sans guidage
ACFA016;Exérèse de tumeur de la région pétroclivale sans déroutement du nerf facial, par abord transpétreux
ADPA020;Décompression du nerf optique, par abord orbitaire
ACHH001;Ponction ou cytoponction de lésion intracrânienne, par voie transcutanée avec guidage scanographique
ACQL003;Tomoscintigraphie cérébrale pour diagnostic et bilan de tumeur cérébrale
ACQN003;Remnographie [IRM] du crâne et de son contenu pour procédure stéréotaxique
ACQP002;Repérage de structure nerveuse et/ou osseuse et guidage peropératoires assistés par ordinateur [Navigation]
ACFA026;Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale bilatérale et abord ethmoïdal
ACQK003;Scanographie du crâne et de son contenu et/ou du massif facial pour repérage stéréotaxique
ADLH002;Infiltration anesthésique d'une branche de division du nerf trijumeau avec évaluation diagnostique et pronostique, avec guidage radiologique
JDQD006;Cystomanométrie par cathétérisme urétral, avec mesure des pressions intrarectales ou intravaginales et électromyographie du sphincter strié de l'urètre par électrode aiguille
JDQH003;Urétrocystographie, par ponction transcutanée de la vessie
JDFA004;Cystectomie supratrigonale avec entérocystoplastie détubulée d'agrandissement, par laparotomie
JDFA018;Résection ou incision du col de la vessie, par abord direct
JDSA006;Fermeture de fistule vésicovaginale acquise, par abord vaginal
JDCA004;Cystostomie cutanée continente avec fermeture du col de la vessie, par laparotomie
JCPC002;Libération de l'uretère sans intrapéritonisation, par coelioscopie ou par rétropéritonéoscopie
JDFA001;Cystectomie totale avec urétérostomie cutanée, par laparotomie
JDQD002;Cystomanométrie par cathétérisme urétral, avec profilométrie urétrale suivie de débitmétrie mictionnelle, avec électromyographie du sphincter strié de l'urètre par électrode aiguille
JCPA001;Libération de l'uretère avec intrapéritonisation ou lambeau péritonéal, par abord direct
JCQE003;Urétéroscopie rétrograde, par voie urétrale
HMQG002;Cholangioscopie, par voie transcutanée avec guidage échographique et/ou radiologique
HNPE003;Sphinctérotomie de la papille duodénale mineure [papille accessoire], par oeso-gastro-duodénoscopie
HMMA001;Internalisation secondaire d'un drainage biliaire externe déjà en place
HBGD418;Avulsion de 17 dents à 19 dents permanentes sur arcade avec alvéolectomie
HPLA004;Pose d'un cathéter intrapéritonéal par voie transcutanée, avec pose d'un système diffuseur implantable souscutané
HNJC001;Drainage externe de collection pancréatique, par coelioscopie
HPLB002;Séance d'injection intrapéritonéale d'agent pharmacologique anticancéreux, par voie transcutanée
HPHB002;Ponction du cul-de-sac recto-utérin [de Douglas] [Culdocentèse], par voie transvaginale sans guidage
HPLA005;Pose ou repositionnement d'un cathéter intrapéritonéal pour dialyse péritonéale, par laparotomie
HNQH002;Pancréaticoscopie par voie buccale
HPKA001;Changement du cathéter intrapéritonéal d'un système diffuseur implanté pour insulinothérapie intrapéritonéale, par laparotomie
JAFA031;Néphrectomie totale élargie à la loge rénale, par thoraco-phréno-laparotomie
JAFA017;Prélèvement des 2 reins sur un sujet en état de mort encéphalique
HPPC004;Libération de l'extrémité distale du cathéter d'un système diffuseur implanté pour insulinothérapie intrapéritonéale, par coelioscopie
JAGA003;Ablation de calculs multiples du rein par pyélotomie et/ou néphrotomie, par abord direct
JAFA003;Héminéphrectomie avec urétérectomie totale, par abord direct
JAFC005;Néphrectomie partielle, par coelioscopie ou par rétropéritonéoscopie
JAFA015;Transplantectomie rénale, par abord direct
JAFA005;Néphrectomie totale élargie à la loge rénale avec résection latérale de la veine cave inférieure, par abord direct
JAFA030;Néphrectomie partielle sans dissection du pédicule vasculaire, par laparotomie
KCFA002;Thyroïdectomie totale avec résection partielle de cartilage du larynx, par cervicotomie
KCFA008;Lobo-isthmectomie unilatérale de la glande thyroïde, par cervicotomie
JSEC001;Transfert intratubaire d'embryon, par coelioscopie
JQGD012;Accouchement céphalique unique par voie naturelle, chez une multipare
JQGD006;Extraction instrumentale au détroit inférieur sur présentation céphalique
JQQM015;Échographie biométrique et morphologique d'une grossesse multiembryonnaire au 1er trimestre
JVQF001;Évaluation de la dose de dialyse péritonéale par prélèvements multiples de sang et de dialysat
JZNP002;Destruction de moins de 10 lésions périnéales
JNJD001;Évacuation d'un utérus gravide, au 2ème trimestre de la grossesse avant la 22ème semaine d'aménorrhée
JMFA008;Vulvectomie partielle avec curage lymphonodal inguinal unilatéral
JMCA005;Suture de plaie de la vulve
JLMA002;Création d'un néovagin par clivage intervésicorectal, par abord périnéal
JLNL005;Curiethérapie intracavitaire vaginale à bas débit de dose sans projecteur de source, avec dosimétrie bidimensionnelle après acquisition des données anatomiques par clichés radiographiques de repérage spatial
JMMA004;Clitoridoplastie de réduction
JNBD002;Tamponnement intra-utérin ou intravaginal, pour hémorragie obstétricale
JLCA001;Colpopérinéorraphie postérieure, avec réfection du canal et du muscle sphincter externe de l'anus
JLNL003;Curiethérapie intracavitaire vaginale à bas débit de dose avec projecteur de source, avec dosimétrie bidimensionnelle après acquisition des données anatomiques par clichés radiographiques de repérage spatial
JLFA003;Colpectomie subtotale ou totale, par laparotomie
JKQE002;Hystéroscopie
JMPA006;Épisiotomie
JLQE001;Vaginoscopie
JMFA004;Vulvectomie totale avec curage lymphonodal inguinal et iliaque bilatéral
JKQJ001;Hystérosonographie
JNQD001;Monitorage électronique des contractions de l'utérus gravide et/ou du rythme cardiaque du foetus, par voie utérine
JMFA009;Vulvectomie totale avec curage lymphonodal inguinal bilatéral
JLMA004;Création d'un néovagin par transplantation intestinale, par laparotomie
JVQP007;Étude des transferts des électrolytes dans le tubule rénal et de leurs facteurs de régulation, sans administration de substance exogène
LEPA008;Ostéotomie antérieure ou discectomie totale pour déformation rigide de la colonne vertébrale, avec arthrodèse et correction instrumentale, sur 1 à 3 vertèbres, par thoraco-phréno-laparotomie
LGQK001;Radiographie du sacrum et/ou du coccyx
LHFA031;Exérèse totale de l'arc vertébral, par abord postérieur
LGFA005;Exérèse du coccyx
LLMA002;Cure d'une hernie hiatale congénitale avec agénésie des piliers du diaphragme, par laparotomie
LCFA010;Exérèse d'une fistule mentosternale
LCFA002;Excision du muscle frontal controlatéral sain pour traitement palliatif de la paralysie faciale
LDPA006;Corporotomie [Somatotomie] d'une vertèbre pour décompression médullaire, par cervicotomie antérieure ou antérolatérale
LFDA011;Arthrodèse d'un spondylolisthésis lombal sans réduction, par laparotomie et par abord postérieur
LBFA020;Résection interruptrice segmentaire antérieure du corps de la mandibule par abord direct, avec pose de dispositif intrafocal de contention, sans comblement
LECA004;Ostéosynthèse de la colonne vertébrale avec exploration du contenu canalaire, par thoraco-phréno-laparotomie et par abord postérieur
LEHC001;Biopsie osseuse et/ou discale de la colonne vertébrale, par thoracoscopie
LCFA009;Exérèse de lésion congénitale du premier arc branchial
LDFA006;Exérèse de plusieurs hernies discales de la colonne vertébrale, par cervicotomie antérieure ou antérolatérale
LCJA002;Évacuation de collection de la région des muscles masticateurs, par abord intrabuccal et par abord facial
LEGA002;Ablation de matériel d'ostéosynthèse de la colonne vertébrale, par thoracotomie
LDMP001;Confection d'un appareil rigide d'immobilisation de la colonne vertébrale cervicale sans appui occipitomentonnier ou fronto-occipito-mentonnier
LCFA003;Exérèse d'une fistule ou d'un kyste de la première fente branchiale, sans dissection du nerf facial
GBBA364;Comblement préimplantaire sousmuqueux bilatéral du sinus maxillaire
HBGD262;Avulsion de 29 dents à 32 dents permanentes sur arcade avec alvéolectomie
LCFA001;Excision nasogénienne avec myotomie ou myectomie de symétrisation faciale pour traitement palliatif de la paralysie faciale
NDCA006;Ostéosynthèse de fracture des os du médiopied, à foyer ouvert
NDQK001;Radiographie unilatérale du pied selon 1 à 3 incidences
NEEA004;Réduction d'une hanche instable non traumatique, par arthrotomie
NCPA001;Ostéotomie de la tubérosité du tibia [tubérosité tibiale antérieure] ou mobilisation du ligament patellaire [tendon rotulien] pour recentrage de la patelle, par arthrotomie
NDPA003;Ostéotomie du calcanéus ou du talus
NDQM900;Ostéodensitométrie du calcanéus par échographie
NDFA001;Talectomie avec arthrodèse tibiotarsienne
NCPA006;Ostéotomie supramalléolaire du tibia ou de l'arrière-pied, avec allongement et/ou transfert de tendon
NCCC001;Ostéosynthèse de fracture de l'éminence intercondylaire du tibia [des tubercules intercondylaires] [des épines tibiales], par arthroscopie
MEMA011;Arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par arthrotomie
MDGA002;Ablation de matériel d'ostéosynthèse de la main, par abord direct
MFEP001;Réduction orthopédique d'une pronation douloureuse du coude
NBEP001;Réduction orthopédique progressive de fracture du fémur, par traction continue collée
NBDA013;Épiphysiodèse au genou, par plusieurs abords directs
NBPA016;Décortication du fémur pour pseudarthrose
NBCA003;Ostéosynthèse de fracture complexe supracondylaire et intercondylaire du fémur, à foyer ouvert
ADPA018;Vagotomie tronculaire avec gastrojéjunostomie, par laparotomie
ADKA001;Changement d'un générateur de stimulation du nerf vague, par abord direct
AEFA003;Exérèse de lésion du cône médullaire, par abord postérieur
ADPA003;Section d'une branche extracrânienne du nerf trijumeau, par abord direct
ADCA003;Déroutement et suture du nerf facial, par abord suprapétreux
ADQB002;Électromyographie [EMG] unilatérale ou bilatérale de détection du muscle releveur de la paupière supérieure et/ou des muscles oculomoteurs, par électrode aiguille
ACFA014;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par deux abords
ADPA024;Vagotomie tronculaire avec antrectomie gastrique, par laparotomie
ADPA002;Vagotomie tronculaire postérieure avec séromyotomie oesogastrique antérieure, par laparotomie
ACQL007;Tomoscintigraphie de perfusion cérébrale sans test d'activation
ACFA025;Exérèse de tumeur de la région pétroclivale avec déroutement du nerf facial, par abord transpétreux
ACQN001;Remnographie [IRM] du crâne et de son contenu, sans injection intraveineuse de produit de contraste
ADLH001;Infiltration anesthésique du ganglion trigéminal avec évaluation diagnostique et pronostique, avec guidage radiologique
ADLB001;Infiltration thérapeutique de branche terminale du nerf trijumeau
