CODEACTE;CODEACTE_LABEL
J941;Curage cervical radical unilatéral et fonctionnel controlatéral associé à un geste sur la tumeur primitive
J942;Curage cervical fonctionnel bilatéral associé à un geste sur la tumeur primitive
J943;Curage sous-digastrique, JCM, sus-omo-hyoïdien et sous-mento-sous-maxillaire unilatéral associé à un geste sur la tumeur primitive
J944;Curage sous-digastrique, JCM, sus-omo-hyoïdien unilatéral et sous-mento-sous-maxillaire bilatéral associé à un geste sur la tumeur primitive
J945;Curage cervical radical et sous-mento-sous-maxillaire unilatéral associé à un geste sur la tumeur primitive
J946;Curage cervical radical unilatéral et sous-mento-sous-maxillaire bilatéral associé à un geste sur la tumeur primitive
J947;Curage cervical fonctionnel et sous-mento-sous-maxillaire unilatéral associé à un geste sur la tumeur primitive
J948;Curage cervical fonctionnel unilatéral et sous-mento-sous-maxillaire bilatéral associé à un geste sur la tumeur primitive
J949;Curage sous-digastrique , JCM, sus-omo-hyoïdien bilatéral et sous-mento-sous-maxillaire unilatéral associé à un geste sur la tumeur primitive
J950;Curage sous-digastrique, JCM, sus-omo-hyoïdien et sous-mento-sous-maxillaire bilatéral associé à un geste sur la tumeur primitive
J951;Curage cervical radical unilatéral, fonctionnel controlatéral et sous-mento-sous-maxillaire unilatéral associé à un geste sur la tumeur primitive
J952;Curage cervical radical unilatéral, fonctionnel controlatéral et sous-mento-sous-maxillaire bilatéral associé à un geste sur la tumeur primitive
J953;Curage cervical fonctionnel bilatéral et sous-mento-sous-maxillaire unilatéral associé à un geste sur la tumeur primitive
J954;Curage cervical fonctionnel et sous-mento-sous-maxillaire bilatéral associé à un geste sur la tumeur primitive
J955;Curage sous-digastrique, JCM, sus-omo-hyoïdien unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J956;Curage sous-digastrique, JCM, sus-omo-hyoïdien et récurrentiel unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J957;Curage cervical fonctionnel unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J958;Curage cervical fonctionnel et récurrentiel unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J959;Curage cervical radical unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J960;Curage cervical radical et récurrentiel unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J961;Curage sous-digastrique, JCM, sus-omo-hyoïdien bilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J962;Curage sous-digastrique, JCM, sus-omo-hyoïdien bilatéral, récurrentiel unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J963;Curage cervical fonctionnel bilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J964;Curage cervical fonctionnel bilatéral, récurrentiel unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J965;Curage cervical fonctionnel, récurrentiel bilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J966;Cure de fistule ou de pharyngostome par lambeau à distance
J967;Exérèse d'une tumeur du prolongement pharyngien de glande parotide par voie cervico-faciale isolée
J968;Exérèse d'une tumeur du prolongement pharyngien de glande parotide par voie cervico-faciale et abord pharyngé
J969;Reprise de parotidectomie
J970;Reprise de cervicotomie pour hémostase
J971;Exérèse chirurgicale d'une lipomatose cervicale de Launois-Bensaude
J972;Curage cervical radical unilatéral, fonctionnel controlatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J973;Myotomie du crico-pharyngien par voie externe
J974;Reprise de diverticule pharyngo-œsophagien
J975;Drill-biopsie ganglionnaire
J976;Exérèse d'un lymphangiome cervico-facial
J977;Exérèse d'un lymphangiome cervical avec extension médiastinale
J978;Thyroïdectomie totale en un temps avec curage récurrentiel unilatéral
J979;Thyroïdectomie totale en un temps avec curage récurrentiel bilatéral
J980;Thyroïdectomie totale en un temps avec curage récurrentiel unilatéral et curage cervical complet unilatéral
J981;Thyroïdectomie totale en un temps avec curage récurrentiel bilatéral et curage cervical complet unilatéral
J982;Thyroïdectomie totale en un temps avec curage récurrentiel bilatéral et curage cervical complet bilatéral
J983;Thyroïdectomie totale élargie aux structures de voisinage avec curage récurrentiel unilatéral
J984;Thyroïdectomie totale élargie aux structures de voisinage avec curage récurrentiel bilatéral
J985;Thyroïdectomie totale élargie aux structures de voisinage avec curage récurrentiel unilatéral et curage cervical complet unilatéral
J986;Thyroïdectomie totale élargie aux structures de voisinage avec curage récurrentiel bilatéral et curage cervical complet bilatéral
J987;Curage cervical radical unilatéral, fonctionnel controlatéral, récurrentiel unilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J988;Curage cervical radical unilatéral, fonctionnel controlatéral, récurrentiel bilatéral et lobo-isthmectomie associé à un geste sur la tumeur primitive
J990;Exérèse de kyste de la queue du sourcil
J991;Exérèse de kyste et fistule du dos du nez par voie paralatéronasale
J992;Exérèse de kyste et fistule du dos du nez par voie bicoronale
J993;Exérèse de kyste et fistule du dos du nez avec prolongement endocrânien
J994;Exérèse de kyste ou fistule de la deuxième fente branchiale par voie cervicale pure
J995;Exérèse de kyste ou fistule de la deuxième fente branchiale par voies cervicale et pharyngée
J996;Traitement chirurgical de kyste du tractus thyréoglosse
J997;Traitement chirurgical des fistules cervicales congénitales médianes
J998;Curage cervical radical unilatéral, récurrentiel bilatéral et thyroïdectomie totale associé à un geste sur la tumeur primitive
J999;Traitement chirurgical des kystes et fistules faciaux congénitaux médians hormis dos du nez
K001;Mise en place d'une prothèse endocavitaire percutanée
K002;Téléradiographie, face, profil ou oblique : cœur, cou, cage thoracique
K003;LASER coronaire
K004;Télécœur avec opacification barytée : 4 incidences
K005;Radioscopie télévisée thoracique
K009;Pneumopéricarde diagnostique
K010;Angioplastie transluminale par cathétérisme : cœur
K011;Pose de filtre au cours d'un cathétérisme
K012;Aortographie thoracique : cathétérisme artériel par sonde guidée
K013;Mammaire interne : cathétérisme artériel par sonde guidée
K014;Ventriculographie gauche par cathétérisme
K015;Coronarographie : cathétérisme artériel par sonde guidée
K016;Artériographie sélective non précisée : cathétérisme artériel par sonde guidée (thorax, cœur, cou)
K017;Carotide interne : cathétérisme artériel par sonde guidée
K018;Cathétérisme du cœur gauche par voie artérielle périphérique avec lecture et enregistrement des pressions, des tracés électriques, sans épreuves pharmacodynamiques
K019;Cathétérisme du cœur gauche par voie artérielle périphérique avec lecture et enregistrement des pressions, des tracés électriques, avec épreuves pharmacodynamiques
K020;Cathétérisme sans fluoroscopie
K021;Radiocinéma des valves
K022;Phonocardiographie intracavitaire
K023;Mesure des pressions avec capteurs de hautes fréquences en bout de sonde
K024;Cathétérisme transseptal
K025;Angiographie digitalisée par voie artérielle : cœur, artère pulmonaire, aorte
K026;Chirurgie cardiaque exploratrice
K027;Thymectomie pour myasthénie sans thymome par thoracotomie
K028;Angio-cardio-pneumographie par ponction périphérique
K029;Angio-cardio-pneumographie par cathétérisme avec injection cave ou auriculaire
K030;Ventriculographie droite par cathétérisme
K031;Artériographie sélective des artères pulmonaires droite et gauche
K032;Autres phlébographies par ponction directe : cœur, cou, cage thoracique
K033;Autres phlébographies par cathétérisme : cœur, cou, cage thoracique
K034;Cathétérisme simple du cœur droit avec lecture et enregistrement des pressions et des tracés électriques
K035;Cathétérisme du cœur droit avec lecture et enregistrement des pressions et des tracés électriques, associé à l'injection d'un vaisseau
K036;Radioscopie télévisée de longue durée isolée sans prise de cliché pour examen cardio-vasculaire
K037;Aortographie thoracique non digitalisée par voie veineuse
K038;Angiographie digitalisée par voie veineuse périphérique : cœur, artère pulmonaire, aorte
K039;Thymectomie pour myasthénie sans thymome par sternotomie
K040;Thymectomie pour myasthénie sans thymome par cervicotomie
K041;Échotomographie des vaisseaux du cou
K042;Échotomographie et Doppler artériel des vaisseaux du cou
K043;Doppler artériel des vaisseaux du cou
K044;Échocardiographie en mode T.M.
K045;Échocardiographie en mode T.M. et bidimensionnel
K046;Échocardiographie associée au Doppler pulsé ou continu
K047;Échocardiographie avec moyen de contraste
K048;Échotomographie par voie endo-œsophagienne avec module Doppler pour l'étude du cœur et de l'aorte thoracique
K049;Échotomographie par voie endo-œsophagienne sans module Doppler pour l'étude du cœur et de l'aorte thoracique
K050;Scintigraphie myocardique au repos
K051;Scintigraphie myocardique après épreuve d'effort (ou test pharmacologique)
K052;Étude de la fixation des acides gras marqués par le myocarde
K053;Recherche d'une nécrose myocardique (traceur spécifique)
K054;Tomoscintigraphie du cœur au repos
K055;Tomoscintigraphie du cœur après épreuve d'effort ou test pharmacologique
K056;Gamma-angiographie
K057;Débit cardiaque isotopique
K058;Mesure de la fraction d'éjection du ventricule droit au repos
K059;Mesure de la fraction d'éjection du ventricule droit après épreuve d'effort (ou test pharmacologique)
K060;Mesure de la fraction d'éjection du ventricule gauche au repos
K061;Mesure de la fraction d'éjection du ventricule gauche après épreuve d'effort (ou test pharmacologique)
K062;Étude de la fonction ventriculaire droite au repos
K063;Étude de la fonction ventriculaire droite après épreuve d'effort (ou test pharmacologique)
K064;Étude de la fonction ventriculaire gauche au repos
K065;Étude de la fonction ventriculaire gauche après épreuve d'effort (ou test pharmacologique)
K066;Recherche d'une thrombose intracavitaire (traceur spécifique)
K067;Tomoscintigraphie des cavités cardiaques
K068;Stéthoscope radio-isotopique
K069;Mise en œuvre d'un système de traitement de l'information au cours d'un examen précédent : cœur, cou, cage thoracique
K070;Électrocardiogramme (E.C.G.) externe 12 dérivations
K071;Vectocardiogramme
K072;Phonocardiogramme
K073;Phonocardiogramme avec épreuve pharmacodynamique
K074;E.C.G. d'effort isométrique
K075;E.C.G. d'effort sur bicyclette ergométrique
K076;E.C.G. d'effort sur tapis roulant
K077;E.C.G. d'effort avec mesure des volumes respiratoires
K078;Enregistrement de Holter
K079;Doppler artériel des membres inférieurs
K080;Doppler veineux
K081;Enregistrement ambulatoire de la pression artérielle
K082;Doppler artériel des membres supérieurs
K083;Électrocardiogramme (E.C.G.) haute amplification
K084;Exérèse incomplète d'une tumeur du médiastin par thoracotomie
K085;Exérèse incomplète d'une tumeur du médiastin par sternotomie
K086;Exérèse incomplète d'une tumeur du médiastin par cervicotomie
K087;Exérèse complète d'une tumeur du médiastin, simple, par thoracotomie
K088;Exérèse complète d'une tumeur du médiastin, simple, par sternotomie
K089;Exérèse complète d'une tumeur du médiastin, simple, par cervicotomie
K090;Exérèse complète d'une tumeur du médiastin, élargie aux structures voisines, par thoracotomie
K091;Exérèse complète d'une tumeur du médiastin, élargie aux structures voisines, par sternotomie
K092;Exérèse complète d'une tumeur du médiastin, élargie aux structures voisines, par cervicotomie
K093;Pièce d'agrandissement de l'artère pulmonaire
K094;Traitement chirurgical autre que le drainage pour médiastinite
K095;Grande myoplastie, fermeture de perte de substance pariétale thoracique à l'aide du grand droit
K096;Grande myoplastie, fermeture de perte de substance pariétale thoracique à l'aide du grand pectoral
K097;Grande myoplastie, fermeture de perte de substance pariétale thoracique à l'aide du grand dorsal
K098;Autre myoplastie, fermeture de perte de substance pariétale thoracique
K099;Résection partielle angulaire de la trachée cervicale
K100;Destruction endoscopique des tumeurs ou granulomes de la trachée (LASER, froid, endobrachythérapie...)
K102;Résection-anastomose de la trachée, pour tumeur ou sténose iatrogène, par cervicotomie
K103;Résection-anastomose de la trachée, pour tumeur ou sténose iatrogène, par thoracotomie ou cervico-sternotomie sans abaissement du larynx
K105;Résection itérative de la trachée
K106;Suture de plaie de la trachée thoracique
K107;Fermeture de fistule externe de la trachée
K110;Autres interventions réparatrices et plastiques sur la trachée thoracique, y compris la bifurcation trachéo-bronchique
K111;Destruction endoscopique des tumeurs ou granulomes des bronches (froid, LASER, endobrachythérapie...)
K112;Extraction endoscopique de corps étranger de l'appareil respiratoire
K113;Ablation de corps étrangers intrabronchiques par voie thoracique
K114;Résection-anastomose ou résection angulaire bronchique isolée pour tumeur ou sténose
K115;Pneumonectomie
K116;Pneumonectomie avec curage ganglionnaire médiastinal
K117;Pleuro-pneumonectomie
K118;Totalisation après exérèse partielle du poumon
K119;Lobectomie pulmonaire
K120;Bilobectomie pulmonaire
K121;Pleuro-lobectomie
K122;Lobectomie ou bilobectomie avec résection-anastomose ou résection angulaire bronchique
K123;Résection d'un segment pulmonaire
K124;Broncho-aspiration thérapeutique
K125;Résection de deux segments pulmonaires
K126;Résection de plus de deux segments pulmonaires
K127;Résections atypiques pulmonaires (périphériques ou tumorectomies)
K128;Résection capitonnage pulmonaire (bulles d'emphysème)
K129;Réduction de volume parenchymateux pulmonaire (emphysème sans bulle)
K130;Exérèse pour biopsie pulmonaire par thoracotomie
K131;Exérèses élargies pour tumeur bronchopulmonaire (lobectomie ou pneumonectomie)
K132;Exérèse pulmonaire bilatérale en un temps
K133;Trachéo-bronchoscopie avec biopsie trachéale ou bronchique
K134;Remplacement de deux valves, quel que soit le procédé (ou une valve associée au traitement de l'insuffisance tricuspidienne)
K135;Remplacement de trois valves, quel que soit le procédé (ou deux valves associées au traitement de l'insuffisance tricuspidienne)
K136;Résection-anastomose de la trachée (jusqu'à quatre anneaux), pour tumeur ou sténose iatrogène, par thoracotomie ou cervico-sternotomie avec abaissement du larynx
K137;Création de communication interauriculaire
K138;Dilatation endoluminale par ballon d'une coarctation chez l'enfant
K139;Anastomose cavo-bipulmonaire
K140;Bronchotomie
K141;Ponction biopsique du myocarde endocavitaire : ventricule droit
K142;Résection-anastomose de la trachée (plus de quatre anneaux), pour tumeur ou sténose iatrogène, par thoracotomie ou cervico-sternotomie avec abaissement du larynx
K143;Angioplastie coronarienne transluminale percutanée : deux vaisseaux
K144;Coronarographie avec contrôle de pontages aorto-coronaires
K146;Exérèse de kyste hydatique pulmonaire non compliqué
K147;Exérèse de kyste hydatique pulmonaire compliqué
K148;Exérèse de kyste du poumon
K149;Angioplastie endoluminale des vaisseaux ilio-fémoraux par ballonnet, par voie percutanée
K150;Fibrobronchoscopie
K152;Biopsie pulmonaire percutanée à l'aiguille
K153;Biopsie pulmonaire par autre moyen (thoracoscopie)
K154;Endoscopie diagnostique avec broncho-aspiration
K156;Échocardiographie à l'effort
K157;Recherche d'un rejet de greffe (traceur spécifique)
K158;Échographie et Doppler artériel des membres inférieurs
K159;Test au méthergin pour provocation de spasme coronaire
K160;Suture des bronches pour traumatisme
K161;Traitement chirurgical des fistules bronchiques
K162;Suture du poumon pour traumatisme
K163;Angioplastie endoluminale des vaisseaux ilio-fémoraux par ballonnet en peropératoire
K164;Prélèvement de poumon
K166;Remplacement de la valve pulmonaire par homogreffe
K167;Chirurgie de la valve pulmonaire en position aortique et homogreffe sur la voie pulmonaire (intervention de Ross)
K168;Chirurgie cardiaque autre (ligature veine cardinale, etc...) pour cardiopathie congénitale
K169;Chirurgie cardiaque autre (rajout de point sur valve, etc...) pour cardiopathie acquise
K170;Thoracotomie exploratrice pour exérèse impossible, biopsie ou diagnostic anatomique
K171;Thoracotomie itérative
K172;Pleurotomie sans résection costale
K173;Pleurotomie avec résection costale
K174;Sternotomie
K175;Thoracocentèse simple
K176;Thoracocentèse sous échographie
K177;Thoracocentèse sous scopie télévisée
K178;Thoracocentèse sous scanner
K179;Pose d'un drain pleural
K180;Chimiothérapie intrapleurale
K181;Thoracotomie avec fenêtre pleuro-péricardique
K182;Chirurgie cardiaque sous inflow occlusion
K183;Plastie de la trachée thoracique par greffe
K184;Remplacement de la valve aortique par homogreffe
K185;Médiastinotomie antérieure ou postérieure
K187;Symphyse pleurale chimique avec drainage pleural
K188;Chirurgie cardiaque : fermeture différée sur plaque
K189;Chirurgie cardiaque : réintervention en présence d'adhérences péricardiques
K190;Pleuroscopie ou thoracoscopie
K191;Médiastinoscopie S.A.I.
K192;Ponction-biopsie de la paroi thoracique
K193;Biopsie pleurale à l'aiguille
K194;Biopsie percutanée du médiastin
K195;Fibroscopie avec lavage broncho-alvéolaire thérapeutique
K196;Aérosol
K197;Biopsie percutanée à l'aiguille du poumon sous scopie télévisée
K198;Biopsie percutanée à l'aiguille du poumon sous échographie
K199;Biopsie percutanée à l'aiguille du poumon sous scanner
K200;Thymectomie
K205;Drainage pour médiastinites suppurées
K206;Réalisation de gueule de four (thorax)
K207;Biopsie pleurale sous thoracoscopie
K208;Drainage pleural aspiratif
K209;Drainage pleural avec lavage itératif
K210;Résection totale ou partielle de la 1ère côte
K211;Résection totale d'une côte (à l'exception de la 1ère)
K212;Pariétectomie thoracique pour tumeur avec prothèse
K213;Pariétectomie thoracique pour tumeur sans prothèse
K214;Pariétectomie thoracique pour cause non tumorale
K215;Résection de l'omoplate
K217;Synthèse de volet costal
K218;Chirurgie de lésion infectieuse du sternum
K219;Chirurgie de la pseudarthrose sternale
K220;Chirurgie des malformations du sternum
K221;Thoracoplastie
K222;Thoraco-pleuroplastie
K223;Plastie de la trachée thoracique par prothèse
K227;Ablation ou abrasion pleurale pour pneumothorax
K228;Traitement chirurgical du chylothorax, à l'exclusion de la chirurgie du canal thoracique
K230;Décaillotage de la plèvre
K231;Thoracoscopie ou vidéochirurgie à visée thérapeutique : instillation de substances irritantes
K232;Chirurgie des malformations du thorax (thorax en entonnoir)
K233;Phrénotomie par voie thoracique
K234;Résection ou plicature de diaphragme
K235;Cure chirurgicale de hernie diaphragmatique de tous types par voie thoracique
K236;Chirurgie d'abcès sous phrénique par voie thoracique
K237;Implantation de stimulateurs diaphragmatiques ou phréniques
K238;Pneumopéritoine
K239;Ponction pleurale à visée diagnostique
K241;Autres interventions sur le thorax
K242;Exploration électrophysiologique par voie transœsophagienne
K243;Fulguration du foyer de tachycardie ventriculaire
K244;Réduction de trouble du rythme par voie transœsophagienne
K246;Embolectomie des vaisseaux pulmonaires avec thoracotomie, sans C.E.C.
K247;Embolectomie des vaisseaux pulmonaires sans thoracotomie
K248;Thrombo-endartériectomie de l'artère pulmonaire sans C.E.C.
K249;Pontage ilio-iliaque
K250;Traitement chirurgical de fistules et anévrysmes artério-veineux pulmonaires
K251;Réintervention sur les vaisseaux pulmonaires pour hémorragie ou autre cause
K252;Résection de tumeur de plèvre
K253;Thoracoscopie ou vidéochirurgie à visée thérapeutique S.A.I.
K254;Prise de pression veineuse portale peropératoire
K255;Intervention chirurgicale sous C.E.C.
K256;Hypothermie systémique modérée
K257;Hypothermie systémique pour arrêt circulatoire
K258;Cardioplégie
K259;Électrode épicardique temporaire
K260;Électrode épicardique définitive
K262;Ultrafiltration dialyse
K263;Chirurgie cardiaque : reprise pour hémorragie
K264;Pontage ilio-fémoral
K265;Valvulotomie de la valve aortique
K266;Valvulotomie de la valve mitrale
K267;Valvulotomie de la valve tricuspide
K268;Valvulotomie par cathéter à ballonnet de la valve aortique
K269;Valvulotomie par cathéter à ballonnet de la valve mitrale
K270;Valvulotomie par cathéter à ballonnet de la valve pulmonaire
K271;Valvulotomie par cathéter à ballonnet de la valve tricuspide
K272;Intervention conservatrice pour insuffisance tricuspidienne
K273;Anastomose bicavo-bipulmonaire
K275;Remplacement de la valve aortique par bioprothèse
K276;Remplacement de la valve aortique par valve mécanique
K277;Remplacement de la valve mitrale par bioprothèse
K278;Remplacement de la valve mitrale par valve mécanique
K279;Remplacement de la valve pulmonaire par bioprothèse
K280;Remplacement de la valve pulmonaire par valve mécanique
K281;Remplacement de la valve tricuspide par bioprothèse
K282;Remplacement de la valve tricuspide par valve mécanique
K283;Remplacement valvulaire aortique extra-anatomique
K284;Remplacement valvulaire mitral extra-anatomique
K285;Intervention conservatrice pour insuffisance mitrale
K286;Stand by pour dilatation coronarienne
K287;Angioscopie coronarienne peropératoire
K288;Pontage veineux aorto-coronarien séquentiel de deux artères coronaires
K289;Pontage veineux aorto-coronarien séquentiel de trois artères coronaires
K290;Annuloplastie pour insuffisance tricuspidienne
K291;Intervention pour insuffisance tricuspidienne autre qu'annuloplastie
K292;Intervention conservatrice pour insuffisance aortique
K293;Infundibulotomie
K294;Pièce d'agrandissement infundibulaire
K295;Pièce d'agrandissement infundibulo-pulmonaire
K296;Chirurgie d'élargissement de l'anneau aortique
K297;Chirurgie de la cardiomyopathie obstructive, quelle que soit la technique
K298;Pontage veineux aorto-coronarien séquentiel de quatre artères coronaires ou plus
K299;Pontage séquentiel avec l'artère mammaire interne en greffon libre
K300;Création de communication interauriculaire chirurgicale type Blalock Hanlon
K301;Création de communication interauriculaire par cathétérisme, atrioseptostomie de Rashking
K302;Pontage séquentiel d'une artère mammaire interne et de deux artères coronaires
K303;Pontage artériel aorto-coronarien avec greffon libre
K304;Revascularisation coronarienne directe, préparation d'une autre artère : gastro-épiploïque, épigastrique, radiale et donc pontage avec autre matériau d'endoprothèse
K305;Chirurgie du canal artériel
K306;Résection-anastomose de la sténose de l'isthme aortique chez l'enfant
K307;Cure de la sténose de l'isthme aortique avec greffon autre que celle de l'adulte
K308;Chirurgie de la coarctation aortique de l'adulte
K309;Chirurgie des coarctations aortiques thoraciques compliquées
K310;Chirurgie de l'interruption de la crosse aortique
K311;Chirurgie des anomalies des arcs chez l'adulte (chirurgie de la sous-clavière rétro-œsophagienne, quelle que soit la voie d'abord)
K312;Chirurgie des anomalies des arcs chez l'enfant
K313;Chirurgie de l'anomalie d'origine de l'artère pulmonaire gauche ou droite
K316;Ponction biopsique du myocarde endocavitaire : ventricule gauche
K317;Pontage coronarien pendant la phase aiguë de l'infarctus
K318;Stimulation cardiaque temporaire par voie transcutanée
K319;Stimulation cardiaque temporaire par électrode épicardique
K320;Anastomose systémo-pulmonaire sans prothèse
K321;Anastomose systémo-pulmonaire avec prothèse
K322;Anastomose cavo-pulmonaire
K323;Cerclage pulmonaire isolé
K324;Cerclage pulmonaire associé
K325;Suppression d'anastomose palliative des cardiopathies congénitales
K326;Suppression de cerclage pulmonaire
K327;Suppression de circulation systémique pulmonaire
K328;Cure de communication interventriculaire avec patch
K329;Reprise d'un patient déjà opéré du cœur
K330;Fermeture de communication interauriculaire isolée
K331;Fermeture de communication interventriculaire isolée
K332;Chirurgie du canal atrioventriculaire partiel
K333;Chirurgie du canal atrioventriculaire complet
K334;Chirurgie du retour veineux pulmonaire anormal partiel
K335;Chirurgie du retour veineux pulmonaire anormal total
K336;Chirurgie de la sténose isolée de l'orifice pulmonaire
K337;Chirurgie de la sténose de l'orifice aortique
K338;Chirurgie des sténoses aortiques sous-valvulaires
K339;Chirurgie des sténoses aortiques supravalvulaires
K340;Chirurgie de la trilogie de Fallot
K341;Chirurgie de la tétralogie de Fallot
K342;Chirurgie de l'atrésie pulmonaire
K343;Chirurgie de la transposition des gros vaisseaux : étage auriculaire
K344;Chirurgie de la transposition des gros vaisseaux : étage ventriculaire
K345;Chirurgie de la transposition des gros vaisseaux : étage artériel
K346;Chirurgie du ventricule droit à double issue et assimilés
K347;Chirurgie de la transposition corrigée
K348;Chirurgie de l'atrésie tricuspidienne
K349;Chirurgie de la fistule aorto-pulmonaire
K350;Chirurgie du truncus arteriosus
K351;Tube valvé ou non entre ventricule droit et artère pulmonaire
K352;Tube valvé ventricule gauche-aorte
K353;Montages particuliers pour cardiopathies complexes
K354;Cure de fistules coronaro-cardiaques
K355;Cure d'anomalie de naissance des artères coronaires
K356;Infundibulectomie
K357;Séance de désensibilisation (injection intradermique d'allergène)
K359;Pose d'une endoprothèse trachéale par voie endoscopique
K360;Pose d'une endoprothèse bronchique par voie endoscopique
K361;Fermeture percutanée du canal artériel
K362;Fermeture percutanée d'une communication interauriculaire
K363;Unifocalisation pulmonaire
K364;Réparation directe de fistule œso-trachéale iatrogène ou acquise (atrésie œsophagienne exclue) sans résection de la trachée
K365;Réparation directe de fistule œso-trachéale iatrogène ou acquise (atrésie œsophagienne exclue) avec résection de la trachée
K366;Exclusion d'une fistule œso-trachéale
K367;Pneumotomie
K368;Spéléotomie pulmonaire
K369;Pneumonectomie élargie à la paroi
K370;Pneumonectomie élargie aux gros vaisseaux
K371;Pneumonectomie élargie au cœur
K372;Pneumonectomie élargie à l'œsophage
K373;Pneumonectomie élargie au diaphragme
K374;Exérèse de tumeurs pulmonaires bilatérales par deux voies d'abord distinctes
K377;Transplantation monopulmonaire sans C.E.C.
K378;Transplantation bipulmonaire séquentielle avec ou sans C.E.C.
K379;Transplantation bipulmonaire monobloc avec revascularisation de l'artère bronchique, avec C.E.C.
K380;Pontage veineux aorto-coronarien d'une seule artère coronaire
K381;Pontage veineux aorto-coronarien de deux artères coronaires
K382;Pontage veineux aorto-coronarien de trois artères coronaires
K383;Pontage veineux aorto-coronarien de quatre artères coronaires ou plus
K384;Pontage d'une artère mammaire interne et artère coronaire
K385;Pontage de deux artères mammaires internes et artère coronaire
K386;Angioplastie coronarienne isolée peropératoire d'une seule artère coronaire
K387;Angioplastie coronarienne associée d'une seule artère coronaire
K388;Endartériectomie coronarienne isolée d'une seule artère coronaire
K389;Endartériectomie coronarienne associée d'une seule artère coronaire
K390;Dilatation coronarienne endoluminale peropératoire d'une seule artère coronaire
K391;Préparation de l'artère mammaire interne
K392;Transplantation bipulmonaire monobloc sans revascularisation de l'artère bronchique, avec C.E.C.
K393;Transplantation cœur-poumons avec C.E.C.
K395;Revascularisation du cœur par implantation artérielle (type Vineberg)
K397;Décortication pulmonaire totale
K399;Thoracoscopie ou vidéochirurgie à visée thérapeutique : affaissement de bulles
K400;Réparation d'anévrysme de vaisseau coronaire
K401;Pontages coronariens séquentiels S.A.I.
K402;Pontage coronarien artériel autre que la mammaire interne
K405;Plexectomie périaortique isolée
K407;Exérèse de tumeurs pulmonaires bilatérales par une seule voie d'abord (bithoraco-sternotomie transversale)
K408;Transplantation monopulmonaire avec C.E.C.
K410;Résection-plicature d'anévrysme cardiaque
K411;Cure de perforation septale
K412;Cure de perforation pariétale, fissure ou rupture
K413;Infarctectomie isolée en phase aiguë
K414;Infarctectomie associée en phase aiguë
K415;Anévrysmectomie du cœur
K416;Thoracoscopie ou vidéochirurgie à visée thérapeutique : abrasion pleurale
K417;Décortication pulmonaire partielle
K418;Embolectomie des vaisseaux pulmonaires avec thoracotomie, avec C.E.C.
K419;Thrombo-endartériectomie de l'artère pulmonaire avec C.E.C., sans arrêt circulatoire
K420;Ponction péricardique
K421;Échographie et Doppler des membres supérieurs
K422;Échocardiographie avec test pharmacologique
K423;Fermeture percutanée d'une communication interventriculaire
K424;Angioplastie coronarienne transluminale percutanée : trois vaisseaux ou plus
K425;Cardotomie pour corps étranger
K426;Péricardotomie (biopsie du péricarde comprise), quelle que soit la voie d'abord
K427;Défibrillateur cardiaque implantable endocavitaire
K428;Chirurgie du cœur triatrial
K429;Intervention type Fontan
K430;Angioplastie coronarienne isolée peropératoire de deux artères coronaires
K431;Angioplastie coronarienne isolée peropératoire de trois artères coronaires
K432;Angioplastie coronarienne isolée peropératoire de quatre artères coronaires ou plus
K433;Angioplastie coronarienne associée de deux artères coronaires
K434;Angioplastie coronarienne associée de trois artères coronaires
K435;Angioplastie coronarienne associée de quatre artères coronaires ou plus
K436;Endartériectomie coronarienne isolée de deux artères coronaires
K437;Endartériectomie coronarienne isolée de trois artères coronaires
K438;Endartériectomie coronarienne isolée de quatre artères coronaires ou plus
K439;Endartériectomie coronarienne associée de deux artères coronaires
K440;Endartériectomie coronarienne associée de trois artères coronaires
K441;Endartériectomie coronarienne associée de quatre artères coronaires ou plus
K442;Dilatation coronarienne endoluminale peropératoire de deux artères coronaires
K443;Dilatation coronarienne endoluminale peropératoire de trois artères coronaires
K444;Dilatation coronarienne endoluminale peropératoire de quatre artères coronaires ou plus
K445;Plexectomie périaortique associée
K446;Endoprothèse coronarienne peropératoire d'une seule artère coronaire
K447;Endoprothèse coronarienne peropératoire de deux artères coronaires
K448;Endoprothèse coronarienne peropératoire de trois artères coronaires
K449;Endoprothèse coronarienne peropératoire de quatre artères coronaires ou plus
K450;Pontage aorto-coronarien prothétique
K451;Échographie coronarienne peropératoire
K452;Stimulation cardiaque définitive auriculaire par électrode endocavitaire
